,Rating,Review
15186,4,Decent sim router but a JIO sim might need additional configuration
15187,4,4G on Steroids !
15188,3,"Only LTE router with CAT6, with poor 4G antenna"
15189,3,4G Signal strength issues with stock antenna
15190,3,Watch out for the packaging.
15191,3,JIO is supported but you have to configure it manually
15192,3,TP link MR 600 4G+ Variant
15193,3,"No SIM card detected error on first day, no response from TP link support"
15194,3,"TP-Link TL-MR400 excellent, TL-MR100 defective, WiFi keeps disconnecting, Setting up profile is pain"
15195,3,Good router but lacks feature and sold expensive by Appario retail
15196,3,Not happy with TPLink sales person
15197,3,Read before buy
15198,2,Performance is not good
15199,2,Dont buy in view that it will boost ur data speed.
15200,2,Good not better then mobile Hotspot
15201,2,TP-Link TL-MR6400
15202,2,First router in the Indian market with 2 Carrier Aggregation CA / 4G+ / LTE+ but Not recommended
15203,2,Not happy with quality
15204,2,Very bad in performance
15205,2,Disappointed
15206,2,Not worth the money and advertisement
15207,2,My big plans flopped
15208,1,Don’t buy for SIM based network
15209,1,Frequent internet drops for every 1-2 minutes.
15210,1,Average product
15211,1,Low signal strength and low speed: TP-Link TL-MR100 300Mbps Wireless N 4G LTE
15212,1,Misleading product description
15213,1,Sim Card Slot Not Working
15214,1,TL-MR3420 V5 and bsnl evdo compatibility
15215,1,"Terrible Product, Do not recommend"
15216,1,4G sim from Airtel / Jio did not get recognized
15217,1,Horrible Experience | No return or replace policy after delivery
15218,4,Good quality product
15219,4,Good choice
15220,5,Simply awesome
15221,4,Worth the money
15222,5,Awesome
15223,5,Must buy!
15224,3,Screen Colours need Improvement
15225,1,Unsatisfactory
15226,5,Mind-blowing purchase
15227,5,Highly recommended
15228,4,Good quality product
15229,4,Good choice
15230,5,Simply awesome
15231,4,Worth the money
15232,5,Awesome
15233,5,Must buy!
15234,3,Screen Colours need Improvement
15235,1,Unsatisfactory
15236,5,Mind-blowing purchase
15237,5,Highly recommended
15238,4,Wonderful
15239,5,Worth every penny
15240,5,Worth every penny
15241,5,Highly recommended
15242,4,Really Nice
15243,5,Classy product
15244,5,Worth every penny
15245,1,Very poor
15246,4,Value-for-money
15247,5,Fabulous!
15248,4,Wonderful
15249,5,Worth every penny
15250,5,Worth every penny
15251,5,Highly recommended
15252,4,Really Nice
15253,5,Classy product
15254,5,Worth every penny
15255,1,Very poor
15256,4,Value-for-money
15257,5,Fabulous!
15258,5,Worth every penny
15259,4,Really Nice
15260,5,Awesome
15261,5,Awesome
15262,4,Value-for-money
15263,5,Highly recommended
15264,5,Just go for it
15265,5,Fabulous!
15266,5,Wonderful
15267,5,Awesome
15268,5,Worth every penny
15269,4,Really Nice
15270,5,Awesome
15271,5,Awesome
15272,4,Value-for-money
15273,5,Highly recommended
15274,5,Just go for it
15275,5,Fabulous!
15276,5,Wonderful
15277,5,Awesome
15278,5,Simply awesome
15279,4,Really Nice
15280,5,Just wow!
15281,5,Perfect product!
15282,5,Best in the market!
15283,4,Nice product
15284,5,Perfect product!
15285,4,Good choice
15286,5,Fabulous!
15287,4,Pretty good
15288,5,Simply awesome
15289,4,Really Nice
15290,5,Just wow!
15291,5,Perfect product!
15292,5,Best in the market!
15293,4,Nice product
15294,5,Perfect product!
15295,4,Good choice
15296,5,Fabulous!
15297,4,Pretty good
15298,5,Simply awesome
15299,5,Great product
15300,4,Nice product
15301,5,Fabulous!
15302,4,Really Nice
15303,5,Excellent for student who attend online classes.
15304,3,Good
15305,5,Great product
15306,1,Don't waste your money
15307,3,Nice
15308,5,Simply awesome
15309,5,Great product
15310,4,Nice product
15311,5,Fabulous!
15312,4,Really Nice
15313,5,Excellent for student who attend online classes.
15314,3,Good
15315,5,Great product
15316,1,Don't waste your money
15317,3,Nice
15318,4,Good choice
15319,5,Highly recommended
15320,5,Brilliant
15321,4,Good quality product
15322,5,Must buy!
15323,4,Value-for-money
15324,5,Perfect product!
15325,4,Nice product
15326,5,Brilliant
15327,1,Did not meet expectations
15328,4,Good choice
15329,5,Highly recommended
15330,5,Brilliant
15331,4,Good quality product
15332,5,Must buy!
15333,4,Value-for-money
15334,5,Perfect product!
15335,4,Nice product
15336,5,Brilliant
15337,1,Did not meet expectations
15338,5,Terrific purchase
15339,4,Really Nice
15340,5,Great product
15341,4,Delightful
15342,5,Terrific purchase
15343,5,Terrific purchase
15344,4,Value-for-money
15345,5,Super!
15346,5,Mind-blowing purchase
15347,5,Fabulous!
15348,5,Terrific purchase
15349,4,Really Nice
15350,5,Great product
15351,4,Delightful
15352,5,Terrific purchase
15353,5,Terrific purchase
15354,4,Value-for-money
15355,5,Super!
15356,5,Mind-blowing purchase
15357,5,Fabulous!
15358,4,Good quality product
15359,5,Awesome
15360,4,Wonderful
15361,4,Nice product
15362,4,Delightful
15363,5,Great product
15364,5,Wonderful
15365,5,Simply awesome
15366,5,Worth every penny
15367,3,Just okay
15368,4,Good quality product
15369,5,Awesome
15370,4,Wonderful
15371,4,Nice product
15372,4,Delightful
15373,5,Great product
15374,5,Wonderful
15375,5,Simply awesome
15376,5,Worth every penny
15377,3,Just okay
15378,5,Amazing Laptop with great specs at a good price!
15379,5,Wonderful
15380,5,Worth every penny
15381,5,Super!
15382,5,Fabulous!
15383,5,Affordable Beast!
15384,5,Great product
15385,5,Wonderful
15386,5,Must buy!
15387,5,Perfect product!
15388,5,Amazing Laptop with great specs at a good price!
15389,5,Wonderful
15390,5,Worth every penny
15391,5,Super!
15392,5,Fabulous!
15393,5,Affordable Beast!
15394,5,Great product
15395,5,Wonderful
15396,5,Must buy!
15397,5,Perfect product!
15398,5,Just wow!
15399,5,Just wow!
15400,4,Value-for-money
15401,5,Excellent
15402,5,Best in the market!
15403,5,Worth every penny
15404,5,Super!
15405,5,Classy product
15406,5,Just wow!
15407,5,Wonderful
15408,5,Just wow!
15409,5,Just wow!
15410,4,Value-for-money
15411,5,Excellent
15412,5,Best in the market!
15413,5,Worth every penny
15414,5,Super!
15415,5,Classy product
15416,5,Just wow!
15417,5,Wonderful
15418,5,Classy product
15419,4,Good quality product
15420,4,Good quality product
15421,5,Highly recommended
15422,5,Great product
15423,5,Worth every penny
15424,5,Super!
15425,5,Terrific
15426,5,Great product
15427,4,Good quality product
15428,5,Classy product
15429,4,Good quality product
15430,4,Good quality product
15431,5,Highly recommended
15432,5,Great product
15433,5,Worth every penny
15434,5,Super!
15435,5,Terrific
15436,5,Great product
15437,4,Good quality product
15438,5,Just wow!
15439,5,Classy product
15440,5,Classy product
15441,5,Fabulous!
15442,5,Highly recommended
15443,5,Simply awesome
15444,5,Mind-blowing purchase
15445,5,Simply awesome
15446,5,Mind-blowing purchase >>> Just for it
15447,5,Awesome
15448,5,Just wow!
15449,5,Classy product
15450,5,Classy product
15451,5,Fabulous!
15452,5,Highly recommended
15453,5,Simply awesome
15454,5,Mind-blowing purchase
15455,5,Simply awesome
15456,5,Mind-blowing purchase >>> Just for it
15457,5,Awesome
15458,5,Excellent
15459,4,Nice product
15460,5,Classy product
15461,5,Mind-blowing purchase
15462,5,Terrific purchase
15463,3,Good
15464,5,Classy product
15465,5,Worth every penny
15466,4,Good quality product
15467,4,Pretty good
15468,5,Excellent
15469,4,Nice product
15470,5,Classy product
15471,5,Mind-blowing purchase
15472,5,Terrific purchase
15473,3,Good
15474,5,Classy product
15475,5,Worth every penny
15476,4,Good quality product
15477,4,Pretty good
15478,4,Very Good
15479,5,Worth every penny
15480,5,Terrific
15481,3,Fair
15482,5,Just wow!
15483,4,Wonderful
15484,3,Good
15485,4,Very Good
15486,5,Mind-blowing purchase
15487,3,Nice
15488,4,Very Good
15489,5,Worth every penny
15490,5,Terrific
15491,3,Fair
15492,5,Just wow!
15493,4,Wonderful
15494,3,Good
15495,4,Very Good
15496,5,Mind-blowing purchase
15497,3,Nice
15498,5,Fabulous!
15499,5,Great product
15500,4,Really Nice
15501,5,Awesome
15502,5,Classy product
15503,5,Mind-blowing purchase
15504,5,Just wow!
15505,4,Value-for-money
15506,4,Value-for-money
15507,5,Mind-blowing purchase
15508,5,Fabulous!
15509,5,Great product
15510,4,Really Nice
15511,5,Awesome
15512,5,Classy product
15513,5,Mind-blowing purchase
15514,5,Just wow!
15515,4,Value-for-money
15516,4,Value-for-money
15517,5,Mind-blowing purchase
15518,5,Mind-blowing purchase
15519,5,Wonderful
15520,5,Awesome
15521,5,Mind-blowing purchase
15522,5,Awesome
15523,5,Perfect product!
15524,4,Good choice
15525,5,Classy product
15526,5,Must buy!
15527,5,Just wow!
15528,5,Mind-blowing purchase
15529,5,Wonderful
15530,5,Awesome
15531,5,Mind-blowing purchase
15532,5,Awesome
15533,5,Perfect product!
15534,4,Good choice
15535,5,Classy product
15536,5,Must buy!
15537,5,Just wow!
15538,5,Brilliant
15539,5,Fabulous!
15540,5,Brilliant
15541,4,Value-for-money
15542,5,Must buy!
15543,5,Mind-blowing purchase
15544,5,Terrific
15545,5,Best in the market!
15546,5,Wonderful
15547,5,Great product
15548,5,Brilliant
15549,5,Fabulous!
15550,5,Brilliant
15551,4,Value-for-money
15552,5,Must buy!
15553,5,Mind-blowing purchase
15554,5,Terrific
15555,5,Best in the market!
15556,5,Wonderful
15557,5,Great product
15558,4,Value-for-money
15559,1,Hated it!
15560,3,Decent product
15561,5,Must buy!
15562,5,Must buy!
15563,5,Must buy!
15564,5,Perfect product!
15565,5,Mind-blowing purchase
15566,4,Good choice
15567,5,Terrific
15568,4,Value-for-money
15569,1,Hated it!
15570,3,Decent product
15571,5,Must buy!
15572,5,Must buy!
15573,5,Must buy!
15574,5,Perfect product!
15575,5,Mind-blowing purchase
15576,4,Good choice
15577,5,Terrific
15578,5,Mind-blowing purchase
15579,5,Best in the market!
15580,4,Nice product
15581,5,Mind-blowing purchase
15582,2,Expected a better product
15583,4,Value-for-money
15584,4,Good quality product
15585,5,Best in the market!
15586,1,Don't waste your money
15587,5,Highly recommended
15588,5,Mind-blowing purchase
15589,5,Best in the market!
15590,4,Nice product
15591,5,Mind-blowing purchase
15592,2,Expected a better product
15593,4,Value-for-money
15594,4,Good quality product
15595,5,Best in the market!
15596,1,Don't waste your money
15597,5,Highly recommended
15598,5,Must buy!
15599,5,Fabulous!
15600,2,Not good
15601,5,Great product
15602,5,Just wow!
15603,5,Fabulous!
15604,5,Excellent Laptop From HP
15605,5,Classy product
15606,5,Wonderful
15607,5,Simply awesome
15608,5,Must buy!
15609,5,Fabulous!
15610,2,Not good
15611,5,Great product
15612,5,Just wow!
15613,5,Fabulous!
15614,5,Excellent Laptop From HP
15615,5,Classy product
15616,5,Wonderful
15617,5,Simply awesome
15618,5,Super!
15619,5,Mind-blowing purchase
15620,4,Very Good
15621,4,Value-for-money
15622,5,Awesome
15623,5,Fabulous!
15624,5,Brilliant
15625,4,Wonderful
15626,5,Worth every penny
15627,5,Awesome
15628,5,Super!
15629,5,Mind-blowing purchase
15630,4,Very Good
15631,4,Value-for-money
15632,5,Awesome
15633,5,Fabulous!
15634,5,Brilliant
15635,4,Wonderful
15636,5,Worth every penny
15637,5,Awesome
15638,5,Wonderful
15639,5,Wonderful
15640,4,Value-for-money
15641,4,Really Nice
15642,5,Classy product
15643,5,Wonderful
15644,5,Wonderful
15645,4,Value-for-money
15646,4,Really Nice
15647,5,Classy product
15648,4,Worth the money
15649,3,Below expectation
15650,4,Value-for-money
15651,5,Must buy!
15652,5,Awesome
15653,4,Value-for-money
15654,4,Really Nice
15655,5,Awesome
15656,5,Great product
15657,4,Worth the money
15658,4,Worth the money
15659,3,Below expectation
15660,4,Value-for-money
15661,5,Must buy!
15662,5,Awesome
15663,4,Value-for-money
15664,4,Really Nice
15665,5,Awesome
15666,5,Great product
15667,4,Worth the money
15668,5,Worth every penny
15669,4,Really Nice
15670,5,Awesome
15671,5,Awesome
15672,4,Value-for-money
15673,5,Highly recommended
15674,5,Just go for it
15675,5,Fabulous!
15676,5,Wonderful
15677,5,Awesome
15678,5,Worth every penny
15679,4,Really Nice
15680,5,Awesome
15681,5,Awesome
15682,4,Value-for-money
15683,5,Highly recommended
15684,5,Just go for it
15685,5,Fabulous!
15686,5,Wonderful
15687,5,Awesome
15688,4,Nice product
15689,2,Could be way better
15690,5,Just wow!
15691,5,BEAST PRODUCT IN THIS PRICE RANGE
15692,1,Worthless
15693,4,Good choice
15694,5,Wonderful
15695,5,Mind-blowing purchase
15696,5,Fabulous!
15697,4,Delightful
15698,4,Nice product
15699,2,Could be way better
15700,5,Just wow!
15701,5,BEAST PRODUCT IN THIS PRICE RANGE
15702,1,Worthless
15703,4,Good choice
15704,5,Wonderful
15705,5,Mind-blowing purchase
15706,5,Fabulous!
15707,4,Delightful
15708,4,Good quality product
15709,5,Just wow!
15710,4,Delightful
15711,4,Nice product
15712,4,Good quality product
15713,5,Worth every penny
15714,3,Feedback after 1 month experience
15715,5,Must buy!
15716,5,Best in the market!
15717,5,Perfect product!
15718,4,Good quality product
15719,5,Just wow!
15720,4,Delightful
15721,4,Nice product
15722,4,Good quality product
15723,5,Worth every penny
15724,3,Feedback after 1 month experience
15725,5,Must buy!
15726,5,Best in the market!
15727,5,Perfect product!
15728,5,Simply awesome
15729,5,Fabulous!
15730,5,Great product
15731,5,Terrific purchase
15732,5,Awesome
15733,5,Just wow!
15734,5,Terrific purchase
15735,3,Decent product
15736,5,Simply awesome
15737,5,Fabulous!
15738,5,Great product
15739,5,Terrific purchase
15740,5,Awesome
15741,5,Just wow!
15742,5,Terrific purchase
15743,3,Decent product
15744,5,Amazing Laptop with great specs at a good price!
15745,5,Wonderful
15746,5,Worth every penny
15747,5,Super!
15748,5,Fabulous!
15749,5,Affordable Beast!
15750,5,Great product
15751,5,Wonderful
15752,5,Must buy!
15753,5,Perfect product!
15754,5,Amazing Laptop with great specs at a good price!
15755,5,Wonderful
15756,5,Worth every penny
15757,5,Super!
15758,5,Fabulous!
15759,5,Affordable Beast!
15760,5,Great product
15761,5,Wonderful
15762,5,Must buy!
15763,5,Perfect product!
15764,5,Brilliant
15765,5,Mind-blowing purchase
15766,5,Terrific
15767,5,Super!
15768,5,Worth every penny - Go for it.
15769,4,Good quality product
15770,5,Wonderful
15771,5,Must buy!
15772,4,Worth the money
15773,4,Pretty good
15774,5,Brilliant
15775,5,Mind-blowing purchase
15776,5,Terrific
15777,5,Super!
15778,5,Worth every penny - Go for it.
15779,4,Good quality product
15780,5,Wonderful
15781,5,Must buy!
15782,4,Worth the money
15783,4,Pretty good
15784,5,Wonderful
15785,5,Great product
15786,5,Just wow!
15787,5,Perfect product!
15788,5,Wonderful
15789,5,Great product
15790,5,Just wow!
15791,5,Perfect product!
15792,5,Super!
15793,5,Super!
15794,5,Must buy!
15795,5,Awesome
15796,5,Excellent
15797,4,Really Nice
15798,5,Wonderful
15799,5,Must buy!
15800,5,Super!
15801,5,Super!
15802,5,Must buy!
15803,5,Awesome
15804,5,Excellent
15805,4,Really Nice
15806,5,Wonderful
15807,5,Must buy!
15808,4,Good quality product
15809,5,Wonderful
15810,4,Nice product
15811,1,Very poor
15812,3,Does the job
15813,2,Bad quality
15814,5,Highly recommended
15815,3,Decent product
15816,1,Utterly Disappointed
15817,4,Good quality product
15818,4,Good quality product
15819,5,Wonderful
15820,4,Nice product
15821,1,Very poor
15822,3,Does the job
15823,2,Bad quality
15824,5,Highly recommended
15825,3,Decent product
15826,1,Utterly Disappointed
15827,4,Good quality product
15828,5,Perfect product!
15829,5,Awesome
15830,5,Wonderful
15831,5,Highly recommended
15832,5,Awesome
15833,5,Great product
15834,4,Pretty good
15835,1,Very poor
15836,5,Mind-blowing purchase
15837,5,Simply awesome
15838,5,Perfect product!
15839,5,Awesome
15840,5,Wonderful
15841,5,Highly recommended
15842,5,Awesome
15843,5,Great product
15844,4,Pretty good
15845,1,Very poor
15846,5,Mind-blowing purchase
15847,5,Simply awesome
15848,2,Not good
15849,1,Utterly Disappointed
15850,5,Fabulous!
15851,5,Fabulous!
15852,4,Worth the money
15853,4,Good choice
15854,4,Good choice
15855,5,Simply awesome
15856,1,Hated it!
15857,5,Worth every penny
15858,2,Not good
15859,1,Utterly Disappointed
15860,5,Fabulous!
15861,5,Fabulous!
15862,4,Worth the money
15863,4,Good choice
15864,4,Good choice
15865,5,Simply awesome
15866,1,Hated it!
15867,5,Worth every penny
15868,5,Excellent
15869,4,Nice product
15870,5,Classy product
15871,5,Mind-blowing purchase
15872,5,Terrific purchase
15873,3,Good
15874,5,Classy product
15875,5,Worth every penny
15876,4,Good quality product
15877,4,Pretty good
15878,5,Excellent
15879,4,Nice product
15880,5,Classy product
15881,5,Mind-blowing purchase
15882,5,Terrific purchase
15883,3,Good
15884,5,Classy product
15885,5,Worth every penny
15886,4,Good quality product
15887,4,Pretty good
15888,5,Terrific
15889,3,Just okay
15890,5,Best in the market!
15891,3,Good
15892,4,Wonderful
15893,4,Pretty good
15894,5,Perfect product!
15895,5,Highly recommended
15896,5,Mind-blowing purchase
15897,5,Fabulous!
15898,5,Terrific
15899,3,Just okay
15900,5,Best in the market!
15901,3,Good
15902,4,Wonderful
15903,4,Pretty good
15904,5,Perfect product!
15905,5,Highly recommended
15906,5,Mind-blowing purchase
15907,5,Fabulous!
15908,5,Wonderful
15909,5,Classy product
15910,5,Super!
15911,5,Simply awesome
15912,5,Wonderful
15913,5,Classy product
15914,5,Super!
15915,5,Simply awesome
15916,5,Mind-blowing purchase
15917,5,Wonderful
15918,4,Good choice
15919,5,Perfect product!
15920,5,Awesome
15921,5,Mind-blowing purchase
15922,5,Classy product
15923,5,Awesome
15924,5,Terrific
15925,3,Just okay
15926,5,Mind-blowing purchase
15927,5,Wonderful
15928,4,Good choice
15929,5,Perfect product!
15930,5,Awesome
15931,5,Mind-blowing purchase
15932,5,Classy product
15933,5,Awesome
15934,5,Terrific
15935,3,Just okay
15936,5,Terrific
15937,5,Great product
15938,5,Excellent
15939,4,Pretty good
15940,4,Value-for-money
15941,4,Pretty good
15942,4,Worth the money
15943,5,Best in the market!
15944,4,Very Good
15945,5,Perfect product!
15946,5,Terrific
15947,5,Great product
15948,5,Excellent
15949,4,Pretty good
15950,4,Value-for-money
15951,4,Pretty good
15952,4,Worth the money
15953,5,Best in the market!
15954,4,Very Good
15955,5,Perfect product!
15956,4,Delightful
15957,5,Excellent
15958,5,Simply awesome
15959,4,It's a beautiful piece with some flaws.
15960,5,Worth every penny
15961,4,Value-for-money
15962,4,Delightful
15963,4,Pretty good
15964,5,Terrific
15965,5,Just wow!
15966,4,Delightful
15967,5,Excellent
15968,5,Simply awesome
15969,4,It's a beautiful piece with some flaws.
15970,5,Worth every penny
15971,4,Value-for-money
15972,4,Delightful
15973,4,Pretty good
15974,5,Terrific
15975,5,Just wow!
15976,5,Highly recommended
15977,5,Brilliant
15978,1,Very poor
15979,5,Perfect product!
15980,5,Fabulous!
15981,5,Simply awesome
15982,5,Brilliant
15983,5,Awesome
15984,5,Super!
15985,5,Classy product
15986,5,Highly recommended
15987,5,Brilliant
15988,1,Very poor
15989,5,Perfect product!
15990,5,Fabulous!
15991,5,Simply awesome
15992,5,Brilliant
15993,5,Awesome
15994,5,Super!
15995,5,Classy product
15996,5,Wonderful
15997,4,Nice product
15998,5,Wonderful
15999,5,Must buy!
16000,5,Fabulous!
16001,5,Best in the market!
16002,5,Excellent
16003,5,Perfect product!
16004,5,Super!
16005,5,Perfect product!
16006,5,Wonderful
16007,4,Nice product
16008,5,Wonderful
16009,5,Must buy!
16010,5,Fabulous!
16011,5,Best in the market!
16012,5,Excellent
16013,5,Perfect product!
16014,5,Super!
16015,5,Perfect product!
16016,5,Wonderful
16017,4,Nice product
16018,5,Excellent
16019,5,Wonderful
16020,5,Must buy!
16021,5,Fabulous!
16022,5,Best in the market!
16023,4,Nice product
16024,5,Perfect product!
16025,5,Super!
16026,5,Wonderful
16027,4,Nice product
16028,5,Excellent
16029,5,Wonderful
16030,5,Must buy!
16031,5,Fabulous!
16032,5,Best in the market!
16033,4,Nice product
16034,5,Perfect product!
16035,5,Super!
16036,5,Best in the market!
16037,5,Just wow!
16038,5,Just wow!
16039,5,Great product
16040,4,Nice product
16041,5,Wonderful
16042,2,Expected a better product
16043,5,Simply awesome
16044,1,Unsatisfactory
16045,5,Super!
16046,5,Best in the market!
16047,5,Just wow!
16048,5,Just wow!
16049,5,Great product
16050,4,Nice product
16051,5,Wonderful
16052,2,Expected a better product
16053,5,Simply awesome
16054,1,Unsatisfactory
16055,5,Super!
16056,5,Highly recommended
16057,5,Terrific purchase
16058,5,Excellent
16059,4,Pretty good
16060,1,Absolute rubbish!
16061,1,Useless product
16062,1,Worthless
16063,4,Pretty good
16064,5,Terrific purchase
16065,3,Nice
16066,5,Highly recommended
16067,5,Terrific purchase
16068,5,Excellent
16069,4,Pretty good
16070,1,Absolute rubbish!
16071,1,Useless product
16072,1,Worthless
16073,4,Pretty good
16074,5,Terrific purchase
16075,3,Nice
16076,5,Worth every penny
16077,5,Best in the market!
16078,4,Delightful
16079,5,Super!
16080,5,Perfect product!
16081,4,Very Good
16082,5,Excellent
16083,5,Mind-blowing purchase
16084,5,Best in the market!
16085,5,Highly recommended
16086,5,Worth every penny
16087,5,Best in the market!
16088,4,Delightful
16089,5,Super!
16090,5,Perfect product!
16091,4,Very Good
16092,5,Excellent
16093,5,Mind-blowing purchase
16094,5,Best in the market!
16095,5,Highly recommended
16096,5,Best in the market!
16097,5,Brilliant
16098,3,Good
16099,5,Classy product
16100,5,Perfect product!
16101,5,Simply awesome
16102,5,Perfect product!
16103,5,Best in the market!
16104,5,Just wow!
16105,5,Must buy!
16106,5,Best in the market!
16107,5,Brilliant
16108,3,Good
16109,5,Classy product
16110,5,Perfect product!
16111,5,Simply awesome
16112,5,Perfect product!
16113,5,Best in the market!
16114,5,Just wow!
16115,5,Must buy!
16116,5,Best in the market!
16117,5,Brilliant
16118,3,Good
16119,5,Classy product
16120,5,Perfect product!
16121,5,Simply awesome
16122,5,Perfect product!
16123,5,Best in the market!
16124,5,Just wow!
16125,5,Must buy!
16126,5,Best in the market!
16127,5,Brilliant
16128,3,Good
16129,5,Classy product
16130,5,Perfect product!
16131,5,Simply awesome
16132,5,Perfect product!
16133,5,Best in the market!
16134,5,Just wow!
16135,5,Must buy!
16136,5,Terrific
16137,5,Worth every penny
16138,5,Excellent
16139,5,Must buy!
16140,5,Mind-blowing purchase
16141,5,Most complete phone that I have ever used
16142,4,Pretty good
16143,5,Just wow!
16144,5,Best in the market!
16145,5,Must buy!
16146,5,Terrific
16147,5,Worth every penny
16148,5,Excellent
16149,5,Must buy!
16150,5,Mind-blowing purchase
16151,5,Most complete phone that I have ever used
16152,4,Pretty good
16153,5,Just wow!
16154,5,Best in the market!
16155,5,Must buy!
16156,5,Best in the market!
16157,5,Brilliant
16158,3,Good
16159,5,Classy product
16160,5,Perfect product!
16161,5,Simply awesome
16162,5,Perfect product!
16163,5,Best in the market!
16164,5,Just wow!
16165,5,Must buy!
16166,5,Best in the market!
16167,5,Brilliant
16168,3,Good
16169,5,Classy product
16170,5,Perfect product!
16171,5,Simply awesome
16172,5,Perfect product!
16173,5,Best in the market!
16174,5,Just wow!
16175,5,Must buy!
16176,4,Good quality product
16177,5,Terrific
16178,4,Nice product
16179,5,Fabulous!
16180,4,Good quality product
16181,5,Just wow!
16182,4,Nice product
16183,4,Pretty good
16184,5,Worth every penny
16185,4,Pretty good
16186,4,Good quality product
16187,5,Terrific
16188,4,Nice product
16189,5,Fabulous!
16190,4,Good quality product
16191,5,Just wow!
16192,4,Nice product
16193,4,Pretty good
16194,5,Worth every penny
16195,4,Pretty good
16196,5,Brilliant
16197,5,Awesome
16198,4,Very Good
16199,4,Worth the money
16200,5,Fabulous!
16201,4,Good quality product
16202,1,Hated it!
16203,4,Good quality product
16204,5,Best in the market!
16205,3,Decent product
16206,5,Brilliant
16207,5,Awesome
16208,4,Very Good
16209,3,Fair
16210,5,Terrific
16211,5,Wonderful
16212,3,Just okay
16213,5,Great product
16214,4,Good quality product
16215,5,Classy product
16216,5,Simply awesome
16217,5,Terrific purchase
16218,5,Wonderful
16219,3,Fair
16220,5,Terrific
16221,5,Wonderful
16222,3,Just okay
16223,5,Great product
16224,4,Good quality product
16225,5,Classy product
16226,5,Simply awesome
16227,5,Terrific purchase
16228,5,Wonderful
16229,5,Worth every penny
16230,5,Simply awesome
16231,5,Super!
16232,3,Nice
16233,4,Good quality product
16234,5,Mind-blowing purchase
16235,5,Brilliant
16236,4,Wonderful
16237,5,Classy product
16238,5,Highly recommended
16239,5,Worth every penny
16240,5,Simply awesome
16241,5,Super!
16242,3,Nice
16243,4,Good quality product
16244,5,Mind-blowing purchase
16245,5,Brilliant
16246,4,Wonderful
16247,5,Classy product
16248,5,Highly recommended
16249,5,Worth every penny
16250,5,Simply awesome
16251,5,Super!
16252,3,Nice
16253,4,Good quality product
16254,5,Mind-blowing purchase
16255,5,Brilliant
16256,4,Wonderful
16257,5,Classy product
16258,5,Highly recommended
16259,5,Worth every penny
16260,5,Simply awesome
16261,5,Super!
16262,3,Nice
16263,4,Good quality product
16264,5,Mind-blowing purchase
16265,5,Brilliant
16266,4,Wonderful
16267,5,Classy product
16268,5,Highly recommended
16269,4,Good choice
16270,4,Delightful
16271,5,Classy product
16272,4,Delightful
16273,5,Mind-blowing purchase
16274,4,Good choice
16275,5,Great product
16276,4,Nice product
16277,5,Best in the market!
16278,5,Just wow!
16279,4,Good choice
16280,4,Delightful
16281,5,Classy product
16282,4,Delightful
16283,5,Mind-blowing purchase
16284,4,Good choice
16285,5,Great product
16286,4,Nice product
16287,5,Best in the market!
16288,5,Just wow!
16289,4,Very Good
16290,5,Best in the market!
16291,4,Really Nice
16292,1,Did not meet expectations
16293,5,Just wow!
16294,1,Don't waste your money
16295,5,Mind-blowing purchase
16296,1,Waste of money!
16297,5,Great product
16298,5,Just wow!
16299,4,Very Good
16300,5,Best in the market!
16301,4,Really Nice
16302,1,Did not meet expectations
16303,5,Just wow!
16304,1,Don't waste your money
16305,5,Mind-blowing purchase
16306,1,Waste of money!
16307,5,Great product
16308,5,Just wow!
16309,5,Super!
16310,5,Must buy!
16311,5,Just wow!
16312,5,Brilliant
16313,5,Mind-blowing purchase
16314,5,Classy product
16315,5,Classy product
16316,5,Classy product
16317,3,Nice
16318,3,Good
16319,5,Super!
16320,5,Must buy!
16321,5,Just wow!
16322,5,Brilliant
16323,5,Mind-blowing purchase
16324,5,Classy product
16325,5,Classy product
16326,5,Classy product
16327,3,Nice
16328,3,Good
16329,5,Fabulous!
16330,2,Slightly disappointed
16331,4,Really Nice
16332,2,Expected a better product
16333,5,Brilliant
16334,5,Perfect product!
16335,5,Excellent
16336,5,Awesome
16337,4,Good choice
16338,5,Best in the market!
16339,5,Fabulous!
16340,2,Slightly disappointed
16341,4,Really Nice
16342,2,Expected a better product
16343,5,Brilliant
16344,5,Perfect product!
16345,5,Excellent
16346,5,Awesome
16347,4,Good choice
16348,5,Best in the market!
16349,4,Nice product
16350,5,Mind-blowing purchase
16351,5,Classy product
16352,5,Highly recommended
16353,5,Classy product
16354,5,Terrific
16355,5,Must buy!
16356,5,Best in the market!
16357,4,Really Nice
16358,5,Awesome
16359,4,Nice product
16360,5,Mind-blowing purchase
16361,5,Classy product
16362,5,Highly recommended
16363,5,Classy product
16364,5,Terrific
16365,5,Must buy!
16366,5,Best in the market!
16367,4,Really Nice
16368,5,Awesome
16369,5,Super!
16370,1,Unsatisfactory
16371,1,Worthless
16372,1,Unsatisfactory
16373,5,Wonderful
16374,1,Absolute rubbish!
16375,1,Very poor
16376,1,Absolute rubbish!
16377,1,Not recommended at all
16378,1,Not recommended at all
16379,5,Super!
16380,1,Unsatisfactory
16381,1,Worthless
16382,1,Unsatisfactory
16383,5,Wonderful
16384,1,Absolute rubbish!
16385,1,Very poor
16386,1,Absolute rubbish!
